task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank,rank_score
passage_retrieval_en,7,3,0.1891891891891892,0.1643835616438356,0.045454545454545456,0.0,0.6354166666666666,0.6354166666666666,14,12,1,0,74,73,22,23,0.024805627545353592,0.045454545454545456,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,421,1103,"(1, -1, 0.1643835616438356, 26)"
samsum,1,7,0.16417910447761194,0.17333333333333334,0.0,0.0,0.5833333333333334,0.6458333333333334,11,13,0,0,67,75,29,21,0.009154228855721397,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,422,285,"(1, -1, 0.16417910447761194, 24)"
gsm8k,22,0,0.21311475409836064,0.16363636363636364,0.0,0.04,0.6,0.5875,13,9,0,1,61,55,19,25,0.04947839046199701,0.04,0.012499999999999956,4,True,low_support,stable,stable_low_fpr,aggregate_only,423,1081,"(1, -1, 0.16363636363636364, 22)"
samsum,15,0,0.19230769230769232,0.16216216216216217,0.0,0.0,0.65625,0.6458333333333334,15,12,0,0,78,74,18,22,0.030145530145530147,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,424,332,"(1, -1, 0.16216216216216217, 27)"
passage_retrieval_en,18,0,0.18571428571428572,0.16216216216216217,0.038461538461538464,0.0,0.6041666666666666,0.6458333333333334,13,12,1,0,70,74,26,22,0.02355212355212355,0.038461538461538464,0.04166666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,425,1070,"(1, -1, 0.16216216216216217, 25)"
dureader,7,2,0.16,0.17333333333333334,0.0,0.0,0.65625,0.6458333333333334,12,13,0,0,75,75,21,21,0.013333333333333336,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,426,333,"(1, -1, 0.16, 25)"
hotpotqa,27,4,0.16,0.16,0.0,0.0,0.65625,0.65625,12,12,0,0,75,75,21,21,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,427,344,"(1, -1, 0.16, 24)"
gsm8k,2,4,0.18461538461538463,0.15942028985507245,0.0,0.0,0.6625,0.725,12,11,0,0,65,69,15,11,0.025195094760312176,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,428,406,"(1, -1, 0.15942028985507245, 23)"
gsm8k,21,5,0.15873015873015872,0.2,0.0,0.0,0.6625,0.65,10,13,0,0,63,65,17,15,0.04126984126984129,0.0,0.012499999999999956,3,True,low_support,stable,stable_low_fpr,aggregate_only,429,345,"(1, -1, 0.15873015873015872, 23)"
hotpotqa,23,1,0.1875,0.15789473684210525,0.0,0.0,0.6770833333333334,0.6666666666666666,15,12,0,0,80,76,16,20,0.029605263157894746,0.0,0.01041666666666674,3,True,low_support,stable,stable_low_fpr,aggregate_only,430,358,"(1, -1, 0.15789473684210525, 27)"
dureader,27,6,0.18181818181818182,0.15789473684210525,0.0,0.0,0.65625,0.6666666666666666,14,12,0,0,77,76,19,20,0.02392344497607657,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,431,346,"(1, -1, 0.15789473684210525, 26)"
hotpotqa,28,3,0.15853658536585366,0.15789473684210525,0.0,0.0,0.71875,0.6666666666666666,13,12,0,0,82,76,14,20,0.0006418485237484062,0.0,0.05208333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,432,403,"(1, -1, 0.15789473684210525, 25)"
passage_retrieval_en,16,6,0.16176470588235295,0.15789473684210525,0.03571428571428571,0.0,0.6041666666666666,0.6666666666666666,11,12,1,0,68,76,28,20,0.003869969040247695,0.03571428571428571,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,433,1057,"(1, -1, 0.15789473684210525, 23)"
hotpotqa,16,4,0.175,0.15584415584415584,0.0,0.0,0.6875,0.6770833333333334,14,12,0,0,80,77,16,19,0.01915584415584415,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,434,381,"(1, -1, 0.15584415584415584, 26)"
dureader,7,7,0.16666666666666666,0.15584415584415584,0.0,0.0,0.6770833333333334,0.6770833333333334,13,12,0,0,78,77,18,19,0.010822510822510817,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,435,372,"(1, -1, 0.15584415584415584, 25)"
passage_retrieval_zh,8,1,0.17333333333333334,0.15584415584415584,0.0,0.0,0.6458333333333334,0.6770833333333334,13,12,0,0,75,77,21,19,0.0174891774891775,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,436,353,"(1, -1, 0.15584415584415584, 25)"
passage_retrieval_zh,9,3,0.15384615384615385,0.19230769230769232,0.0,0.0,0.6875,0.65625,12,15,0,0,78,78,18,18,0.038461538461538464,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,437,359,"(1, -1, 0.15384615384615385, 27)"
samsum,31,4,0.15384615384615385,0.1728395061728395,0.0,0.0,0.6875,0.6979166666666666,12,14,0,0,78,81,18,15,0.018993352326685642,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,438,404,"(1, -1, 0.15384615384615385, 26)"
passage_retrieval_en,26,3,0.15384615384615385,0.1566265060240964,0.0,0.0,0.6875,0.7291666666666666,12,13,0,0,78,83,18,13,0.0027803521779425355,0.0,0.04166666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,439,432,"(1, -1, 0.15384615384615385, 25)"
dureader,8,5,0.15294117647058825,0.16853932584269662,0.0,0.0,0.75,0.7708333333333334,13,15,0,0,85,89,11,7,0.015598149372108377,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,440,540,"(1, -1, 0.15294117647058825, 28)"
samsum,13,6,0.1527777777777778,0.1917808219178082,0.041666666666666664,0.0,0.6458333333333334,0.6145833333333334,11,14,1,0,72,73,24,23,0.03900304414003042,0.041666666666666664,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,441,1086,"(1, -1, 0.1527777777777778, 25)"
samsum,9,6,0.1527777777777778,0.15384615384615385,0.0,0.0,0.6354166666666666,0.6875,11,12,0,0,72,78,24,18,0.0010683760683760646,0.0,0.05208333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,442,347,"(1, -1, 0.1527777777777778, 23)"
gsm8k,12,2,0.15942028985507245,0.1527777777777778,0.0,0.0,0.725,0.7625,11,11,0,0,69,72,11,8,0.00664251207729466,0.0,0.03749999999999998,0,True,low_support,stable,stable_low_fpr,aggregate_only,443,501,"(1, -1, 0.1527777777777778, 22)"
samsum,15,1,0.15217391304347827,0.17582417582417584,0.0,0.0,0.8125,0.78125,14,16,0,0,92,91,4,5,0.023650262780697567,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,444,641,"(1, -1, 0.15217391304347827, 30)"
samsum,20,6,0.1518987341772152,0.1875,0.0,0.0,0.6979166666666666,0.6770833333333334,12,15,0,0,79,80,17,16,0.035601265822784806,0.0,0.02083333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,445,388,"(1, -1, 0.1518987341772152, 27)"
dureader,20,6,0.1518987341772152,0.15584415584415584,0.0,0.0,0.6979166666666666,0.6770833333333334,12,12,0,0,79,77,17,19,0.003945421666940646,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,446,387,"(1, -1, 0.1518987341772152, 24)"
hotpotqa,24,0,0.1518987341772152,0.1518987341772152,0.0,0.0,0.6979166666666666,0.6979166666666666,12,12,0,0,79,79,17,17,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,447,409,"(1, -1, 0.1518987341772152, 24)"
gsm8k,5,5,0.15151515151515152,0.1746031746031746,0.0,0.0,0.7,0.65,10,11,0,0,66,63,14,17,0.023088023088023074,0.0,0.04999999999999993,1,True,low_support,stable,stable_low_fpr,aggregate_only,448,361,"(1, -1, 0.15151515151515152, 21)"
samsum,26,5,0.19736842105263158,0.1506849315068493,0.0,0.0,0.6354166666666666,0.6458333333333334,15,11,0,0,76,73,20,23,0.046683489545782275,0.0,0.01041666666666674,4,True,low_support,stable,stable_low_fpr,aggregate_only,449,322,"(1, -1, 0.1506849315068493, 26)"
samsum,30,2,0.17073170731707318,0.15,0.0,0.0,0.7083333333333334,0.7083333333333334,14,12,0,0,82,80,14,16,0.02073170731707319,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,450,441,"(1, -1, 0.15, 26)"
passage_retrieval_zh,13,1,0.1643835616438356,0.15,0.0,0.0,0.6354166666666666,0.7083333333333334,12,12,0,0,73,80,23,16,0.014383561643835613,0.0,0.07291666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,451,360,"(1, -1, 0.15, 24)"
hotpotqa,26,6,0.17333333333333334,0.14864864864864866,0.0,0.0,0.6458333333333334,0.65625,13,11,0,0,75,74,21,22,0.024684684684684682,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,452,334,"(1, -1, 0.14864864864864866, 24)"
dureader,10,3,0.15789473684210525,0.14864864864864866,0.0,0.0,0.6666666666666666,0.65625,12,11,0,0,76,74,20,22,0.009246088193456597,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,453,348,"(1, -1, 0.14864864864864866, 23)"
passage_retrieval_en,24,3,0.14814814814814814,0.1625,0.0,0.0,0.71875,0.6979166666666666,12,13,0,0,81,80,15,16,0.014351851851851866,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,454,433,"(1, -1, 0.14814814814814814, 25)"
passage_retrieval_zh,9,0,0.14772727272727273,0.1590909090909091,0.0,0.0,0.78125,0.7708333333333334,13,14,0,0,88,88,8,8,0.011363636363636354,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,455,583,"(1, -1, 0.14772727272727273, 27)"
gsm8k,26,5,0.1935483870967742,0.14754098360655737,0.0,0.0,0.625,0.65,12,9,0,0,62,61,18,19,0.046007403490216814,0.0,0.025000000000000022,3,True,low_support,stable,stable_low_fpr,aggregate_only,456,316,"(1, -1, 0.14754098360655737, 21)"
gsm8k,31,5,0.1791044776119403,0.14705882352941177,0.0,0.0,0.6875,0.725,12,10,0,0,67,68,13,12,0.03204565408252852,0.0,0.03749999999999998,2,True,low_support,stable,stable_low_fpr,aggregate_only,457,431,"(1, -1, 0.14705882352941177, 22)"
gsm8k,23,6,0.14705882352941177,0.14925373134328357,0.0,0.0,0.725,0.7125,10,10,0,0,68,67,12,13,0.0021949078138717992,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,458,457,"(1, -1, 0.14705882352941177, 20)"
hotpotqa,13,0,0.14606741573033707,0.14942528735632185,0.0,0.0,0.7916666666666666,0.7708333333333334,13,13,0,0,89,87,7,9,0.0033578716259847763,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,459,596,"(1, -1, 0.14606741573033707, 26)"
dureader,5,4,0.14473684210526316,0.175,0.0,0.0,0.6770833333333334,0.6875,11,14,0,0,76,80,20,16,0.030263157894736825,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,460,382,"(1, -1, 0.14473684210526316, 25)"
dureader,9,3,0.14473684210526316,0.16455696202531644,0.0,0.0,0.6770833333333334,0.6875,11,13,0,0,76,79,20,17,0.01982011992005328,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,461,383,"(1, -1, 0.14473684210526316, 24)"
hotpotqa,25,6,0.14473684210526316,0.16666666666666666,0.0,0.0,0.6770833333333334,0.6770833333333334,11,13,0,0,76,78,20,18,0.021929824561403494,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,462,373,"(1, -1, 0.14473684210526316, 24)"
samsum,29,5,0.175,0.14285714285714285,0.0,0.0,0.6875,0.6875,14,11,0,0,80,77,16,19,0.03214285714285714,0.0,0.0,3,True,low_support,stable,stable_low_fpr,aggregate_only,463,389,"(1, -1, 0.14285714285714285, 25)"
passage_retrieval_en,22,4,0.15789473684210525,0.14285714285714285,0.0,0.0,0.6666666666666666,0.6875,12,11,0,0,76,77,20,19,0.015037593984962405,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,464,364,"(1, -1, 0.14285714285714285, 23)"
gsm8k,15,4,0.14285714285714285,0.19117647058823528,0.0,0.0,0.675,0.6875,9,13,0,0,63,68,17,12,0.04831932773109243,0.0,0.012499999999999956,4,True,low_support,stable,stable_low_fpr,aggregate_only,465,374,"(1, -1, 0.14285714285714285, 22)"
hotpotqa,6,5,0.14666666666666667,0.14285714285714285,0.0,0.0,0.6666666666666666,0.6875,11,11,0,0,75,77,21,19,0.003809523809523818,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,466,363,"(1, -1, 0.14285714285714285, 22)"
passage_retrieval_zh,28,2,0.14285714285714285,0.14666666666666667,0.0,0.0,0.6875,0.6666666666666666,11,11,0,0,77,75,19,21,0.003809523809523818,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,467,365,"(1, -1, 0.14285714285714285, 22)"
hotpotqa,13,7,0.14102564102564102,0.1794871794871795,0.0,0.0,0.6979166666666666,0.6666666666666666,11,14,0,0,78,78,18,18,0.038461538461538464,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,468,377,"(1, -1, 0.14102564102564102, 25)"
hotpotqa,29,5,0.14102564102564102,0.16883116883116883,0.0,0.0,0.6979166666666666,0.6666666666666666,11,13,0,0,78,77,18,19,0.027805527805527808,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,469,379,"(1, -1, 0.14102564102564102, 24)"
hotpotqa,19,1,0.14102564102564102,0.15789473684210525,0.0,0.0,0.6979166666666666,0.6666666666666666,11,12,0,0,78,76,18,20,0.01686909581646423,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,470,378,"(1, -1, 0.14102564102564102, 23)"
samsum,21,0,0.14084507042253522,0.18421052631578946,0.0,0.0,0.6354166666666666,0.6458333333333334,10,14,0,0,71,76,25,20,0.043365455893254246,0.0,0.01041666666666674,4,True,low_support,stable,stable_low_fpr,aggregate_only,471,323,"(1, -1, 0.14084507042253522, 24)"
passage_retrieval_zh,21,0,0.18840579710144928,0.14084507042253522,0.0,0.0,0.5833333333333334,0.6354166666666666,13,10,0,0,69,71,27,25,0.04756072667891406,0.0,0.05208333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,472,276,"(1, -1, 0.14084507042253522, 23)"
gsm8k,25,3,0.140625,0.1875,0.0,0.0,0.6875,0.65,9,12,0,0,64,64,16,16,0.046875,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,473,357,"(1, -1, 0.140625, 21)"
passage_retrieval_en,31,4,0.15789473684210525,0.13924050632911392,0.0,0.0,0.6666666666666666,0.7083333333333334,12,11,0,0,76,79,20,17,0.018654230512991338,0.0,0.04166666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,474,390,"(1, -1, 0.13924050632911392, 23)"
passage_retrieval_zh,13,7,0.13924050632911392,0.13924050632911392,0.0,0.0,0.7083333333333334,0.7083333333333334,11,11,0,0,79,79,17,17,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,475,442,"(1, -1, 0.13924050632911392, 22)"
passage_retrieval_zh,16,4,0.14102564102564102,0.13924050632911392,0.0,0.0,0.6979166666666666,0.7083333333333334,11,11,0,0,78,79,18,17,0.0017851346965271075,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,476,420,"(1, -1, 0.13924050632911392, 22)"
gsm8k,22,3,0.140625,0.13846153846153847,0.0,0.0,0.6875,0.7,9,9,0,0,64,65,16,15,0.0021634615384615308,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,477,407,"(1, -1, 0.13846153846153847, 18)"
hotpotqa,16,5,0.1375,0.1728395061728395,0.0,0.0,0.71875,0.6979166666666666,11,14,0,0,80,81,16,15,0.035339506172839485,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,478,434,"(1, -1, 0.1375, 25)"
hotpotqa,16,6,0.1375,0.17105263157894737,0.0,0.0,0.71875,0.65625,11,13,0,0,80,76,16,20,0.03355263157894736,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,479,391,"(1, -1, 0.1375, 24)"
passage_retrieval_en,30,2,0.16,0.1375,0.0,0.0,0.65625,0.71875,12,11,0,0,75,80,21,16,0.022499999999999992,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,480,392,"(1, -1, 0.1375, 23)"
passage_retrieval_en,18,6,0.1527777777777778,0.1375,0.0,0.0,0.6354166666666666,0.71875,11,11,0,0,72,80,24,16,0.015277777777777779,0.0,0.08333333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,481,366,"(1, -1, 0.1375, 22)"
passage_retrieval_en,28,1,0.1375,0.1375,0.0,0.0,0.71875,0.71875,11,11,0,0,80,80,16,16,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,482,458,"(1, -1, 0.1375, 22)"
hotpotqa,19,5,0.14666666666666667,0.136986301369863,0.0,0.0,0.6666666666666666,0.65625,11,10,0,0,75,73,21,23,0.009680365296803661,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,483,349,"(1, -1, 0.136986301369863, 21)"
passage_retrieval_en,17,1,0.15714285714285714,0.136986301369863,0.038461538461538464,0.0,0.625,0.65625,11,10,1,0,70,73,26,23,0.020156555772994134,0.038461538461538464,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,484,1071,"(1, -1, 0.136986301369863, 21)"
samsum,9,5,0.136986301369863,0.14666666666666667,0.0,0.0,0.65625,0.6666666666666666,10,11,0,0,73,75,23,21,0.009680365296803661,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,485,350,"(1, -1, 0.136986301369863, 21)"
dureader,8,2,0.13636363636363635,0.13953488372093023,0.0,0.0,0.7916666666666666,0.7708333333333334,12,12,0,0,88,86,8,10,0.003171247357293877,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,486,597,"(1, -1, 0.13636363636363635, 24)"
passage_retrieval_zh,15,0,0.13580246913580246,0.15,0.0,0.0,0.7291666666666666,0.7083333333333334,11,12,0,0,81,80,15,16,0.014197530864197533,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,487,460,"(1, -1, 0.13580246913580246, 23)"
dureader,11,0,0.13580246913580246,0.13924050632911392,0.0,0.0,0.7291666666666666,0.7083333333333334,11,11,0,0,81,79,15,17,0.003438037193311455,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,488,459,"(1, -1, 0.13580246913580246, 22)"
dureader,31,4,0.16455696202531644,0.13414634146341464,0.0,0.0,0.6875,0.7395833333333334,13,11,0,0,79,82,17,14,0.030410620561901802,0.0,0.05208333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,489,449,"(1, -1, 0.13414634146341464, 24)"
passage_retrieval_zh,17,4,0.175,0.13333333333333333,0.0,0.0,0.6875,0.6770833333333334,14,10,0,0,80,75,16,21,0.04166666666666666,0.0,0.01041666666666663,4,True,low_support,stable,stable_low_fpr,aggregate_only,490,384,"(1, -1, 0.13333333333333333, 24)"
passage_retrieval_zh,10,1,0.13333333333333333,0.18055555555555555,0.0,0.0,0.6770833333333334,0.6145833333333334,10,13,0,0,75,72,21,24,0.04722222222222222,0.0,0.0625,3,True,low_support,stable,stable_low_fpr,aggregate_only,491,329,"(1, -1, 0.13333333333333333, 23)"
samsum,6,0,0.17333333333333334,0.13333333333333333,0.0,0.0,0.6458333333333334,0.6770833333333334,13,10,0,0,75,75,21,21,0.04000000000000001,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,492,354,"(1, -1, 0.13333333333333333, 23)"
samsum,11,7,0.13333333333333333,0.15492957746478872,0.0,0.0,0.6770833333333334,0.625,10,11,0,0,75,71,21,25,0.02159624413145539,0.0,0.05208333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,493,335,"(1, -1, 0.13333333333333333, 21)"
samsum,17,0,0.15492957746478872,0.13333333333333333,0.04,0.0,0.6354166666666666,0.6770833333333334,11,10,1,0,71,75,25,21,0.02159624413145539,0.04,0.04166666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,494,1083,"(1, -1, 0.13333333333333333, 21)"
samsum,28,3,0.14102564102564102,0.13333333333333333,0.0,0.047619047619047616,0.6979166666666666,0.6875,11,10,0,1,78,75,18,21,0.007692307692307693,0.047619047619047616,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,495,1111,"(1, -1, 0.13333333333333333, 21)"
gsm8k,30,7,0.13114754098360656,0.14516129032258066,0.0,0.0,0.6625,0.6625,8,9,0,0,61,62,19,18,0.01401374933897409,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,496,355,"(1, -1, 0.13114754098360656, 17)"
samsum,8,7,0.14457831325301204,0.13095238095238096,0.0,0.0,0.7395833333333334,0.7604166666666666,12,11,0,0,83,84,13,12,0.013625932300631083,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,497,511,"(1, -1, 0.13095238095238096, 23)"
gsm8k,17,2,0.16417910447761194,0.13043478260869565,0.0,0.0,0.7,0.75,11,9,0,0,67,69,13,11,0.033744321868916294,0.0,0.050000000000000044,2,True,low_support,stable,stable_low_fpr,aggregate_only,498,472,"(1, -1, 0.13043478260869565, 20)"
passage_retrieval_en,6,6,0.13043478260869565,0.14473684210526316,0.0,0.0,0.625,0.6770833333333334,9,11,0,0,69,76,27,20,0.014302059496567515,0.0,0.05208333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,499,336,"(1, -1, 0.13043478260869565, 20)"
samsum,18,7,0.12987012987012986,0.14864864864864866,0.0,0.0,0.6979166666666666,0.65625,10,11,0,0,77,74,19,22,0.0187785187785188,0.0,0.04166666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,500,367,"(1, -1, 0.12987012987012986, 21)"
samsum,11,1,0.13333333333333333,0.12987012987012986,0.0,0.0,0.6770833333333334,0.6979166666666666,10,10,0,0,75,77,21,19,0.0034632034632034736,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,501,393,"(1, -1, 0.12987012987012986, 20)"
